id	status	source	declaration	scope
IC100-paper-theorem-index-gate	checked	scripts/verify-paper-theorem-index.sh	paper theorem index verified	All 29 numbered paper-spine items map consecutively to checked claim IDs and explicit scope boundaries, and CI verifies the mapping through verify.sh.
IC101-categorical-incidence-hypergraph	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	def incidenceBoundaryHypergraph	Every Incidence boundary determines a three-sorted categorical incidence hypergraph whose incidence points are concrete endpoint occurrences.
IC102-structured-hom-hypergraph-map	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	def StructuredIncidenceHom.toCategoricalIncidenceHypergraphHom	Every boundary-preserving structured incidence morphism induces commuting vertex, edge, and incidence maps.
IC103-hypergraph-encoding-functoriality	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	theorem StructuredIncidenceHom.toHypergraphHom_comp	The boundary-hypergraph encoding preserves identity and composition; it explicitly forgets roles, signs, multiplicities, glue, and resonance.
IC104-chemical-reaction-incidence	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	def chemicalReactionIncidence	A reversible A-to-B reaction network is represented by signed reactant/product boundary occurrences, a solvent unit, selector glue, and an independent relational resonance.
IC105-chemical-behavioral-classification	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	theorem chemicalReactionKind_iff_approxBisim	Two cells in the reaction network are bisimilar exactly when both are molecular cells or both are reaction cells.
IC106-chemical-exact-descent	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	theorem chemicalReaction_resonance_descends_exactly	The relational reaction-network resonance descends exactly to the molecule/reaction behavioral quotient.
IC107-chemical-model-nontriviality	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	theorem chemicalReaction_model_nonfaithful_and_multivalued	The model is non-faithful and a forward/reverse reaction pair has two distinct molecular resonance outputs.
IC108-sum-control-universal-factorization	checked	incidence-theory/IncidenceTheory/SumQuotient.lean	theorem sumQuotientControl_iff_classifier_factorsUniquely	The exact sum representative-control certificate is equivalent to unique factorization of its canonical classifier through the bisimulation quotient.
IC109-sum-quotient-image-isomorphism	checked	incidence-theory/IncidenceTheory/SumQuotientImage.lean	noncomputable def sumBisimulationQuotientIsoClassifierImage	Under control, the sum bisimulation quotient is isomorphic as a ternary resonance system to the reachable canonical-classifier image.
IC110-sum-quotient-natural-isomorphism	checked	incidence-theory/IncidenceTheory/SumQuotientNaturality.lean	noncomputable def controlledSumQuotientClassifierImageNatIso	On the category of controlled sums and resonance/bisimulation-preserving maps, quotient and reachable-classifier-image functors are naturally isomorphic.
IC111-quotient-relation-presentation	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	structure QuotientRelationPresentation	Any ternary relation specified directly on the behavioral quotient and containing selected glue outputs pulls back to an Incidence resonance with unchanged boundary, type, glue, and bisimulation.
IC112-quotient-relation-automatic-descent	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	theorem QuotientRelationPresentation.exactDescent	Every quotient-relation presentation has three-coordinate resonance congruence and exact descent by construction.
IC113-bisimulation-resonance-saturation	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	def bisimulationResonanceSaturation	Every Incidence has a canonical resonance extension obtained by pulling its existential quotient resonance back to representatives.
IC114-bisimulation-saturation-minimality	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	theorem bisimulationResonanceSaturation_least	The canonical saturation is the least ternary relation containing the source resonance that is congruent in all three coordinates under source bisimulation.
IC115-bisimulation-saturation-closure	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	theorem bisimulationResonanceSaturation_idempotent	Canonical saturation is extensive, fixes exactly the already quotient-congruent resonances, and is idempotent.
IC116-bisimulation-saturation-strict-witness	checked	incidence-theory/IncidenceTheory/IncidenceResearch.lean	theorem simplex_bisimulationResonanceSaturation_strict	On the ordinary simplex selector, canonical saturation strictly adds the missing v1-face-face mode forced by v0/v1 bisimilarity.
IC117-resonance-extension-order	checked	incidence-theory/IncidenceTheory/ResonanceSaturation.lean	instance ResonanceExtension.partialOrder	Resonance relations over a fixed incidence skeleton that contain all selected glue outputs form a partial order under pointwise inclusion.
IC118-resonance-saturation-monotone	checked	incidence-theory/IncidenceTheory/ResonanceSaturation.lean	theorem ResonanceExtension.saturate_mono	Bisimulation-congruence saturation is monotone with respect to inclusion of resonance extensions.
IC119-resonance-saturation-closure-operator	checked	incidence-theory/IncidenceTheory/ResonanceSaturation.lean	def resonanceSaturationClosure	Saturation is packaged as a standard mathlib ClosureOperator with checked monotonicity, extensivity, and idempotence.
IC120-resonance-saturation-closed-characterization	checked	incidence-theory/IncidenceTheory/ResonanceSaturation.lean	theorem resonanceSaturationClosure_isClosed_iff	The closed objects of the saturation operator are exactly the resonance extensions satisfying full three-coordinate quotient congruence.
IC121-resonance-saturation-reflection	checked	incidence-theory/IncidenceTheory/ResonanceSaturation.lean	def resonanceSaturationReflection	Saturation and inclusion of closed resonance extensions form a Galois insertion, giving the reflector and its order-enriched universal property.
IC122-global-resonance-category	checked	incidence-theory/IncidenceTheory/GlobalResonanceSaturation.lean	instance globalResonanceObjectCategory	For each fixed role type, incidences with varying carriers and cell types and structure/bisimulation-preserving maps form a category.
IC123-global-saturation-functor	checked	incidence-theory/IncidenceTheory/GlobalResonanceSaturation.lean	def globalResonanceSaturationFunctor	Canonical saturation is functorial for carrier-changing structured maps that preserve bisimulation.
IC124-global-saturation-unit-idempotence	checked	incidence-theory/IncidenceTheory/GlobalResonanceSaturation.lean	def globalResonanceSaturationIdempotenceIso	The global saturation functor has a natural unit and its square is naturally isomorphic to itself.
IC125-global-saturation-adjunction	checked	incidence-theory/IncidenceTheory/GlobalResonanceSaturation.lean	def globalResonanceSaturationAdjunction	The saturation functor into quotient-congruent objects is left adjoint to their inclusion into all global resonance objects.
IC126-global-saturation-unique-factorization	checked	incidence-theory/IncidenceTheory/GlobalResonanceSaturation.lean	theorem globalResonanceSaturation_factorization_unique	Every map from an incidence into a quotient-congruent target factors uniquely through the natural saturation unit.
IC127-global-saturation-carrier-change-witness	checked	incidence-theory/IncidenceTheory/GlobalResonanceSaturation.lean	theorem unitToBoolGlobalResonanceHom_not_surjective	A concrete non-surjective morphism from the one-point to the two-point trivial incidence witnesses that the global category and saturation action genuinely change carriers.
IC128-role-changing-exact-boundary-category	checked	incidence-theory/IncidenceTheory/RoleChangingResonanceSaturation.lean	instance roleChangingResonanceObjectCategory	Incidences with varying carriers, roles, and cell types and morphisms reflecting as well as preserving every mapped boundary occurrence form a category.
IC129-role-changing-saturation-functor	checked	incidence-theory/IncidenceTheory/RoleChangingResonanceSaturation.lean	def roleChangingSaturationFunctor	Canonical resonance saturation is functorial under role-, type-, and carrier-changing exact-boundary morphisms.
IC130-role-changing-saturation-idempotence	checked	incidence-theory/IncidenceTheory/RoleChangingResonanceSaturation.lean	def roleChangingSaturationIdempotenceIso	The role-changing saturation functor has a natural unit and satisfies Sat squared naturally isomorphic to Sat.
IC131-role-changing-saturation-adjunction	checked	incidence-theory/IncidenceTheory/RoleChangingResonanceSaturation.lean	def roleChangingSaturationAdjunction	Saturation into quotient-congruent incidences is left adjoint to inclusion in the role-changing exact-boundary category.
IC132-role-changing-saturation-factorization	checked	incidence-theory/IncidenceTheory/RoleChangingResonanceSaturation.lean	theorem roleChangingSaturation_factorization_unique	Every role-changing exact-boundary map into a congruent target factors uniquely through saturation.
IC133-role-changing-nontrivial-witness	checked	incidence-theory/IncidenceTheory/RoleChangingResonanceSaturation.lean	theorem unitGraphToBoolUnitExactHom_changes_role_and_carrier	A concrete exact-boundary morphism changes GraphRole to Unit and maps a one-point carrier non-surjectively into a two-point carrier.
IC134-boundary-surjective-category	checked	incidence-theory/IncidenceTheory/BoundarySurjectiveSaturation.lean	instance boundarySurjectiveResonanceObjectCategory	Role-changing exact morphisms that cover every target boundary occurrence globally are closed under identity and composition and form a category.
IC135-boundary-surjective-saturation-functor	checked	incidence-theory/IncidenceTheory/BoundarySurjectiveSaturation.lean	def boundarySurjectiveSaturationFunctor	Canonical saturation preserves global boundary-occurrence coverage and is functorial in the boundary-surjective category.
IC136-boundary-surjective-idempotence	checked	incidence-theory/IncidenceTheory/BoundarySurjectiveSaturation.lean	def boundarySurjectiveSaturationIdempotenceIso	Boundary-surjective saturation has a natural unit and satisfies Sat squared naturally isomorphic to Sat.
